CaseMasterID,CrimeNo,CaseCategoryName,CaseStatusName,PoliceStationUnitID,DistrictName,StateName,InvestigatingOfficerID,RegistrationDate,InfoReceivedPSDate,CrimeHeadName,CrimeSubHeadName,CrimeCategoryGroup,GravityOffenceName,BriefFacts,IncidentUnitID,IncidentDistrictName,latitude,longitude,LocationTypeArchetype,IsHotspotUnitFlag,AccusedHomeUnitDistance,IncidentFromDate,IncidentToDate,IncidentHourOfDay,IncidentDayOfWeek,IsFestivalOrEventWindow,ReportingDelayHours,CaseAgeDays,PrimaryAccusedID,PrimaryAccusedAgeBand,PrimaryAccusedGender,NumberOfAccused,CoAccusedIDList,IsRepeatAccusedFlag,ArrestStatus,ArrestDelayDays,PrimaryVictimAgeBand,PrimaryVictimGender,NumberOfVictims,VictimAccusedRelationship,IsRepeatVictimFlag,VictimPoliceFlag,NumberOfEvidenceItems,EvidenceTypesList,NumberOfVehiclesInvolved,ActsInvokedList,SectionsInvokedList,NumberOfSectionsInvoked,ChargesheetOutcome,ChargesheetFilingDelayDays,InvestigatingOfficerRank,CourtID,CourtName,InvestigationDurationDays,OfficerActiveCaseLoad,OfficerHistoricalFalseCaseRate,HiddenCriminalProfileID,HiddenGangID,HiddenClusterID,HiddenMOGroup,HiddenBridgeNodeFlag,HiddenEscalationCurveLabel,IsRepeatOffenderGroundTruth,RiskLabel,AnomalyLabel
1311,100150097202300004,FIR,Under Investigation,97,Hassan,Karnataka,289,2023-05-14,2023-05-12 09:00:36,Human Trafficking,Trafficking for Forced Labour,Violent,Heinous,The accused trafficked workers from another state and kept them confined in a sugar mill under duress. The incident took place in a border-transit at 10:00 hours on Thursday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed Travel Document and Victim Statement Record at the scene.,97,Hassan,13.002531,76.10393,Border-Transit,False,Unknown/One-Time,2023-05-11 10:42:36,2023-05-11 14:07:36,10,Thursday,False,22.3,1158,1698.0,65+,F,1,1698,False,,,36-50,M,3,Stranger,False,False,2,Travel Document;Victim Statement Record,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,1158,3,0.3333333333333333,,,SOLO_1311,70_Border-Transit_1,,,False,Medium,Normal
1312,100140093202400005,FIR,Under Investigation,93,Gadag,Karnataka,278,2024-04-22,2024-04-21 12:21:43,Crimes Against Body,Kidnapping,Violent,Heinous,"The offense occurred near a general/public place around 09:00 hours on Sunday. The suspects forcefully abducted the complainant's child from outside their school and sent a ransom note. Key evidence collected includes Blood Sample, CCTV Footage, Post-Mortem Report and Weapon Recovery. Investigation indicates the involvement of a single perpetrator.",93,Gadag,15.423231,75.603052,General/Public Place,True,Unknown/One-Time,2024-04-21 09:09:43,2024-04-21 10:35:43,9,Sunday,False,3.2,814,2994.0,18-25,F,1,2994,False,,,18-25,M,1,Known,False,False,4,Blood Sample;CCTV Footage;Post-Mortem Report;Weapon Recovery,0,,,,Not Yet Disposed,,Circle Inspector,,,814,21,0.1904761904761904,,,SOLO_1312,6_General/Public Place_1,,,False,Medium,Normal
1313,100020014202600004,FIR,Charge Sheeted,14,Ballari,Karnataka,42,2026-01-28,2026-01-21 16:49:29,Crimes Against Public Order,Communal Violence,Public-Order,Heinous,"A single individual executed the crime. A group of individuals attacked shops belonging to a specific community, escalating local tension. The incident was reported from a general/public place at 12:00 hours on Wednesday. Investigators recovered Scene Photograph and Seized Weapon/Object from the location.",14,Ballari,15.138995,76.941279,General/Public Place,True,Unknown/One-Time,2026-01-21 12:55:29,2026-01-21 15:43:29,12,Wednesday,False,3.9,168,5271.0,51-65,M,1,5271,False,,,26-35,F,2,Stranger,False,False,2,Scene Photograph;Seized Weapon/Object,0,,,,Charge-Sheeted,,Inspector,,,168,18,0.0555555555555555,,,SOLO_1313,33_General/Public Place_2,,,False,High,Normal
1314,100270170202300004,FIR,Closed - False Case,170,Udupi,Karnataka,509,2023-09-30,2023-09-25 15:22:32,Cyber Crime,Online Financial Fraud,Cyber-Financial,Non-Heinous,"The suspect sent a malicious phishing link via email, compromising the victim's mobile banking credentials and transferring funds. Evidence seized during the initial probe includes Bank Transaction Statement, IP Access Log and Screenshot Evidence. The event transpired at a cyber-agnostic around 06:00 hours on Monday.",170,Udupi,13.296781,74.750783,Cyber-Agnostic,False,Unknown/One-Time,2023-09-25 06:23:32,2023-09-25 10:40:32,6,Monday,True,8.983333333333333,1019,2238.0,51-65,M,1,2238,False,,,18-25,M,1,Stranger,False,False,3,Bank Transaction Statement;IP Access Log;Screenshot Evidence,0,,,,False Case,,Assistant Sub-Inspector,,,1019,5,0.2,,,SOLO_1314,40_Cyber-Agnostic_1,,,False,Low,Normal
1315,100250157202200001,FIR,Closed - Undetected,157,Shivamogga,Karnataka,469,2022-02-16,2022-02-12 20:30:21,Human Trafficking,Bonded Labour,Violent,Non-Heinous,"Police later collected Rescue Report, Travel Document and Victim Statement Record as part of the case file. The accused held the family in bonded labor, keeping them under constant watch and restricting movements. The incident took place in a general/public place at 09:00 hours on Saturday. A group of 3 individuals was involved in the offense.",157,Shivamogga,13.888967,75.528982,General/Public Place,False,local,2022-02-12 09:34:21,2022-02-12 13:55:21,9,Saturday,False,10.933333333333334,1610,153.0,18-25,F,3,153;154;155,False,,,36-50,M,3,Known,False,False,3,Rescue Report;Travel Document;Victim Statement Record,0,,,,Undetected,,Assistant Sub-Inspector,,,1610,5,0.0,CP00036,,CP00036,72_General/Public Place_1,,,False,Low,Normal
1316,100150097202200001,FIR,Closed - False Case,97,Hassan,Karnataka,289,2022-01-05,2022-01-02 05:10:35,Human Trafficking,Organ Trafficking,Violent,Heinous,"The accused lured the victim with money, took them to another city, and extracted their organ illegally. The offense occurred near a border-transit around 08:00 hours on Saturday.",97,Hassan,13.003953,76.104599,Border-Transit,False,Unknown/One-Time,2022-01-01 08:09:35,2022-01-01 14:24:35,8,Saturday,True,21.016666666666666,1652,,,,0,,False,,,18-25,M,1,Stranger,False,False,3,Rescue Report;Scene Photograph;Victim Statement Record,0,,,,False Case,,Assistant Sub-Inspector,,,1652,3,0.3333333333333333,,,SOLO_1316,73_Border-Transit_1,,,,Medium,Normal
1317,100170115202400003,FIR,Closed - Undetected,115,Kalaburagi,Karnataka,343,2024-12-30,2024-12-28 22:12:27,Crimes Against State,Unlawful Activities,Public-Order,Heinous,"The incident was reported from a general/public place at 13:00 hours on Saturday. The suspect acted as a local courier, transporting illegal funding and secure communication devices to active members of an outlawed group. Key evidence collected includes Digital Communication Record and Seized Document. A gang of 2 co-accused was implicated in this incident.",115,Kalaburagi,17.325234,76.831704,General/Public Place,True,Unknown/One-Time,2024-12-28 13:04:27,2024-12-28 20:20:27,13,Saturday,True,9.133333333333333,562,3855.0,65+,M,2,3855;3856,False,,,,,0,,False,False,2,Digital Communication Record;Seized Document,0,,,,Undetected,,Sub-Inspector,,,562,16,0.125,,,SOLO_1317,51_General/Public Place_2,,,False,Medium,Normal
1318,100260163202500005,FIR,Under Investigation,163,Tumakuru,Karnataka,487,2025-04-06,2025-03-29 17:06:26,Narcotic Drugs and Psychotropic Substances Offences,Cultivation of Narcotic Plants,Narcotics,Heinous,The crime was committed by a group of 2 co-offenders. The suspect cultivated poppy plants on forest land bordering his agricultural property. The event transpired at a general/public place around 12:00 hours on Saturday. Investigators recovered Seized Narcotic Substance from the location.,163,Tumakuru,13.37256,77.064077,General/Public Place,True,Unknown/One-Time,2025-03-29 12:37:26,2025-03-29 14:03:26,12,Saturday,True,4.483333333333333,465,4191.0,26-35,M,2,4191;4192,False,,,,,0,,False,False,1,Seized Narcotic Substance,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,465,11,0.0909090909090909,,,SOLO_1318,48_General/Public Place_2,,,False,Medium,Normal
1319,100230144202200001,FIR,Closed - False Case,144,Raichur,Karnataka,431,2022-10-10,2022-10-04 19:58:21,Crimes Against Children,Kidnapping of Minors,Violent,Non-Heinous,The suspect kidnapped the minor from outside the tuition centre and demanded ransom. Evidence seized during the initial probe includes Guardian Statement Record. The incident took place in a general/public place at 11:00 hours on Tuesday.,144,Raichur,16.231103,77.363024,General/Public Place,False,Unknown/One-Time,2022-10-04 11:56:21,2022-10-04 19:21:21,11,Tuesday,True,8.033333333333333,1374,936.0,51-65,M,3,936;937;938,False,,,Minor (<18),F,1,Known,False,False,1,Guardian Statement Record,0,,,,False Case,,Inspector,,,1374,13,0.0769230769230769,,,SOLO_1319,27_General/Public Place_1,,,False,Low,Normal
1320,100030023202400002,FIR,Charge Sheeted,23,Belagavi,Karnataka,69,2024-09-02,2024-08-31 22:33:17,Cyber Crime,Social Media Impersonation,Cyber-Financial,Heinous,"Police later collected Bank Transaction Statement, Call Detail Record and Server Log as part of the case file. The suspect created a profile in the name of a senior police officer and issued fake advisories. The offense occurred near a cyber-agnostic around 10:00 hours on Saturday. The offense was carried out by 2 suspects acting together.",23,Belagavi,15.842523,74.499641,Cyber-Agnostic,False,Unknown/One-Time,2024-08-31 10:14:17,2024-08-31 18:14:17,10,Saturday,True,12.316666666666666,681,3482.0,51-65,M,2,3482;3483,False,,,18-25,M,1,Known,False,False,3,Bank Transaction Statement;Call Detail Record;Server Log,0,,,,Charge-Sheeted,,Sub-Inspector,,,681,5,0.0,,,SOLO_1320,45_Cyber-Agnostic_1,,,False,High,Normal
1321,100220142202500005,FIR,Disposed - Convicted,142,Mysuru,Karnataka,424,2025-06-16,2025-06-10 23:55:25,Traffic and Motor Vehicle Offences,Drunken Driving,Public-Order,Heinous,"The accused was intercepted after hitting a divider; medical reports confirmed severe alcohol intoxication. The incident was reported from a transit-bus-stop at 14:00 hours on Tuesday. A gang of 3 co-accused was implicated in this incident. Forensic search and examination revealed Breath Analyzer Report, Mechanical Inspection Report and Vehicle Damage Report at the scene.",142,Mysuru,12.270538,76.665668,Transit-Bus-Stop,True,Unknown/One-Time,2025-06-10 14:10:25,2025-06-10 17:30:25,14,Tuesday,False,9.75,394,4425.0,51-65,M,3,4425;4426;4427,False,,,36-50,M,1,Stranger,False,False,3,Breath Analyzer Report;Mechanical Inspection Report;Vehicle Damage Report,1,,,,Charge-Sheeted,,Inspector,,,394,16,0.0,,,SOLO_1321,56_Transit-Bus-Stop_2,,,False,High,Normal
1322,100120082202500001,FIR,Disposed - Convicted,82,Davanagere,Karnataka,244,2025-04-27,2025-04-27 23:45:21,Traffic and Motor Vehicle Offences,Hit and Run,Public-Order,Non-Heinous,"The event transpired at a transit-bus-stop around 18:00 hours on Sunday. The offending car rammed into a roadside tea stall during the night and drove off without helping the injured. Key evidence collected includes Breath Analyzer Report, CCTV Footage and Vehicle Damage Report.",82,Davanagere,14.47911,75.958607,Transit-Bus-Stop,True,Unknown/One-Time,2025-04-27 18:43:21,2025-04-27 20:03:21,18,Sunday,False,5.033333333333333,444,,,,0,,False,,,51-65,M,1,Stranger,False,False,3,Breath Analyzer Report;CCTV Footage;Vehicle Damage Report,1,,,,Charge-Sheeted,,Inspector,,,444,20,0.05,,,SOLO_1322,55_Transit-Bus-Stop_3,,,,Medium,Normal
1323,100080052202200002,FIR,Closed - False Case,52,Chikballapur,Karnataka,154,2022-01-03,2021-12-27 20:32:51,Human Trafficking,Bonded Labour,Violent,Non-Heinous,The suspect forced the victim to work in his dairy farm for no pay under threat of violence. The incident took place in a general/public place at 16:00 hours on Monday.,52,Chikballapur,13.415305,77.713883,General/Public Place,False,Unknown/One-Time,2021-12-27 16:39:51,2021-12-27 18:38:51,16,Monday,True,3.883333333333333,1654,,,,0,,False,,,18-25,F,2,Known,False,False,5,Call Detail Record;Rescue Report;Scene Photograph;Travel Document;Victim Statement Record,0,,,,False Case,,Sub-Inspector,,,1654,3,0.3333333333333333,,,SOLO_1323,72_General/Public Place_2,,,,Low,Normal
1324,100170114202500001,FIR,Under Investigation,114,Kalaburagi,Karnataka,342,2025-04-14,2025-04-07 01:28:50,Crimes Against Senior Citizens,Elder Abuse,Violent,Non-Heinous,The suspect physically abused their grandfather and threatened to throw him out of the house. Evidence seized during the initial probe includes CCTV Footage. The offense occurred near a residential around 18:00 hours on Sunday.,114,Kalaburagi,17.317239,76.842253,Residential,False,Unknown/One-Time,2025-04-06 18:30:50,2025-04-06 22:39:50,18,Sunday,False,6.966666666666667,457,4208.0,51-65,M,1,4208,False,,,65+,F,1,Stranger,False,False,1,CCTV Footage,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,457,7,0.1428571428571428,,,SOLO_1324,59_Residential_3,,,False,Low,Normal
1325,100140092202500002,FIR,Under Investigation,92,Gadag,Karnataka,276,2025-02-19,2025-02-14 14:53:03,Special and Local Laws Offences,Excise Act Violations,Narcotics,Heinous,Police later collected Panchnama Report and Seized Contraband as part of the case file. The accused was found selling illicit liquor manufactured in a local forest area. The incident was reported from a general/public place at 08:00 hours on Friday.,92,Gadag,15.400622,75.619384,General/Public Place,True,Unknown/One-Time,2025-02-14 08:40:03,2025-02-14 12:26:03,8,Friday,False,6.216666666666667,511,,,,0,,False,,,,,0,,False,False,2,Panchnama Report;Seized Contraband,0,,,,Not Yet Disposed,,Inspector,,,511,19,0.2105263157894736,,,SOLO_1325,67_General/Public Place_1,,,,Medium,Normal
1326,100070049202200002,FIR,Under Investigation,49,Chamarajanagar,Karnataka,147,2022-12-06,2022-12-06 01:15:31,Miscellaneous IPC Offences,Trespass,Property,Non-Heinous,The suspects crossed the compound wall of the complainant's residence during the night. The event transpired at a general/public place around 18:00 hours on Monday. The crime was committed by a single offender. Forensic search and examination revealed Scene Photograph at the scene.,49,Chamarajanagar,11.942514,76.920492,General/Public Place,False,inter-district,2022-12-05 18:39:31,2022-12-05 23:50:31,18,Monday,False,6.6,1317,1157.0,36-50,M,1,1157,True,,,26-35,F,1,Known,False,False,1,Scene Photograph,0,,,,Not Yet Disposed,,Sub-Inspector,,,1317,7,0.1428571428571428,CP00115,,CP00115,64_General/Public Place_3,,,True,Medium,Normal
1327,100190122202200001,FIR,Charge Sheeted,122,Kolar,Karnataka,365,2022-04-07,2022-04-03 00:25:22,Crimes Against Public Order,Unlawful Assembly,Public-Order,Non-Heinous,"The incident took place in a general/public place at 18:00 hours on Saturday. The accused assembled in a public place in violation of Section 144 orders. Key evidence collected includes CCTV Footage, Seized Weapon/Object and Video Recording. A lone suspect was involved in carrying out this offense.",122,Kolar,13.128167,78.091706,General/Public Place,False,inter-district,2022-04-02 18:44:22,2022-04-02 20:18:22,18,Saturday,True,5.683333333333334,1560,325.0,36-50,M,1,325,True,,,,,0,,False,False,3,CCTV Footage;Seized Weapon/Object;Video Recording,0,,,,Charge-Sheeted,,Sub-Inspector,,,1560,3,0.0,CP00115,,CP00115,30_General/Public Place_3,,,True,High,Normal
1328,300280176202300001,UDR,Charge Sheeted,176,Uttara Kannada,Karnataka,527,2023-08-27,2023-08-21 22:05:27,Crimes Against Children,Child Abuse,Violent,Heinous,Investigation indicates the involvement of a single perpetrator. The step-parent subjected the minor victim to continuous physical violence and isolation. The offense occurred near a residential around 18:00 hours on Monday. Investigators recovered CCTV Footage and DNA Swab from the location.,176,Uttara Kannada,14.767991,74.650089,Residential,False,Unknown/One-Time,2023-08-21 18:14:27,2023-08-21 20:57:27,18,Monday,False,3.85,1053,2096.0,26-35,M,1,2096,False,,,Minor (<18),M,1,Known,False,False,2,CCTV Footage;DNA Swab,0,,,,Charge-Sheeted,,Circle Inspector,,,1053,12,0.0,,,SOLO_1328,24_Residential_3,,,False,High,Normal
1329,100110076202300003,FIR,Closed - Undetected,76,Dakshina Kannada,Karnataka,228,2023-04-04,2023-04-04 00:24:08,Miscellaneous IPC Offences,Offences Against Public Servants,Property,Heinous,The accused tore official documents and threatened the public servant inside their office. Evidence seized during the initial probe includes Seized Property List. The incident was reported from a general/public place at 14:00 hours on Monday.,76,Dakshina Kannada,12.922527,74.862985,General/Public Place,True,Unknown/One-Time,2023-04-03 14:52:08,2023-04-03 17:44:08,14,Monday,True,9.533333333333331,1198,1561.0,65+,M,2,1561;1562,False,,,36-50,M,1,Stranger,False,False,1,Seized Property List,0,,,,Undetected,,Inspector,,,1198,19,0.1578947368421052,,,SOLO_1329,65_General/Public Place_2,,,False,Medium,Normal
1330,100190124202500006,FIR,Disposed - Convicted,124,Kolar,Karnataka,370,2025-09-10,2025-09-03 19:57:37,Miscellaneous IPC Offences,Defamation,Property,Heinous,The accused made false statements to the local media accusing the complainant of corruption. The event transpired at a general/public place around 13:00 hours on Wednesday. The crime was committed by a single offender.,124,Kolar,13.11749,78.081581,General/Public Place,True,Unknown/One-Time,2025-09-03 13:05:37,2025-09-03 18:27:37,13,Wednesday,True,6.866666666666666,308,4776.0,18-25,M,1,4776,False,,,18-25,M,1,Known,False,False,4,Scene Photograph;Seized Property List;Witness Statement Record,0,,,,Charge-Sheeted,,Circle Inspector,,,308,19,0.1052631578947368,,,SOLO_1330,62_General/Public Place_2,,,False,High,Normal
1331,100240151202500004,FIR,Disposed - Convicted,151,Ramanagara,Karnataka,451,2025-11-29,2025-11-21 23:48:46,Crimes Against Property,Robbery,Property,Non-Heinous,"The suspects cornered the victim near an ATM, threatened them with a weapon, and forced them to withdraw cash. The incident took place in a market at 17:00 hours on Friday. Forensic search and examination revealed Fingerprint Lift and Scene Photograph at the scene.",151,Ramanagara,12.755377,77.263187,Market,True,Unknown/One-Time,2025-11-21 17:14:46,2025-11-21 23:11:46,17,Friday,False,6.566666666666666,228,,,,0,,False,,,18-25,M,2,Stranger,False,False,2,Fingerprint Lift;Scene Photograph,1,,,,Charge-Sheeted,,Circle Inspector,,,228,22,0.0909090909090909,,,SOLO_1331,10_Market_2,,,,Medium,Normal
1332,100220136202600004,FIR,Under Investigation,136,Mysuru,Karnataka,407,2026-05-26,2026-05-24 13:15:41,Human Trafficking,Bonded Labour,Violent,Non-Heinous,"The offense occurred near a general/public place around 11:00 hours on Sunday. The accused held the family in bonded labor, keeping them under constant watch and restricting movements. Key evidence collected includes Call Detail Record. Investigation indicates the involvement of a single perpetrator.",136,Mysuru,12.331426,76.655836,General/Public Place,True,Unknown/One-Time,2026-05-24 11:40:41,2026-05-24 12:52:41,11,Sunday,False,1.5833333333333333,50,5748.0,36-50,F,1,5748,False,,,26-35,M,3,Stranger,False,False,1,Call Detail Record,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,50,23,0.0434782608695652,,,SOLO_1332,72_General/Public Place_1,,,False,Low,Normal
