CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
334,300170114202600001,202600001,2026-11-11,570,114,2,1,3,19,1,40,2026-11-04 20:48:25,2026-11-05 03:23:25,2026-11-07 17:23:25,17.325267,76.827514,The victim was poisoned to death by her in-laws after her parents failed to provide the demanded vehicle. Evidence seized during the initial probe includes CCTV Footage. The event transpired at a residential around 20:00 hours on Wednesday.
335,100310191202500003,202500003,2025-11-13,2265,191,1,2,6,38,2,46,2025-11-10 11:24:12,2025-11-10 15:32:12,2025-11-10 16:43:12,15.229651,76.373392,"Police later collected Audit Report, Digital Ledger and Forged Document as part of the case file. The suspect purchased high-value properties in the name of dummy directors to hide black money. The incident took place in a general/public place at 11:00 hours on Monday. A lone suspect was involved in carrying out this offense."
336,100010007202600001,202600001,2026-05-07,3044,7,1,1,12,65,1,18,2026-05-01 11:04:29,2026-05-01 11:38:29,2026-05-01 14:16:29,16.162146,75.739823,The suspect obstructed the government official from executing a demolition order and pelted stones. The offense occurred near a general/public place around 11:00 hours on Friday. Investigation indicates the involvement of a single perpetrator.
337,100110077202400002,202400002,2024-09-16,1012,77,1,1,14,71,6,135,2024-09-13 10:32:45,2024-09-13 16:27:45,2024-09-14 19:43:45,12.859844,74.86687,The incident was reported from a border-transit at 10:00 hours on Friday. The police raided the lodge and rescued victims who were forced into commercial sex by the suspects. Key evidence collected includes Scene Photograph and Travel Document. A single individual executed the crime.
338,100100066202500001,202500001,2025-04-29,3004,66,1,2,10,57,6,111,2025-04-26 02:45:50,2025-04-26 05:22:50,2025-04-26 15:41:50,14.23255,76.429834,"The crime was committed by a group of 3 co-offenders. The offender observed the victim leaving the motorcycle unattended outside the gate, before unlocking it with a duplicate master key and escaping. The event transpired at a market around 02:00 hours on Saturday. Investigators recovered Breath Analyzer Report, Mechanical Inspection Report and Vehicle Damage Report from the location."
339,100140091202500001,202500001,2025-01-29,3095,91,1,1,11,59,3,27,2025-01-26 10:34:18,2025-01-26 16:20:18,2025-01-26 23:16:18,15.454998,75.636622,The suspect subjected her elderly mother-in-law to continuous mental harassment and physical abuse. Evidence seized during the initial probe includes Witness Statement Record. The incident took place in a residential at 10:00 hours on Sunday.
340,100150099202300001,202300001,2023-01-01,2247,99,1,1,13,68,2,63,2022-12-28 09:47:25,2022-12-28 17:10:25,2022-12-28 19:17:25,12.977345,76.100323,"Police later collected Panchnama Report, Seized Contraband and Seizure Photograph as part of the case file. The accused ran an illegal online betting hub inside a rental flat, using multiple mobile phones. The offense occurred near a general/public place around 09:00 hours on Wednesday."
341,100220141202200002,202200002,2022-11-20,888,141,1,1,8,47,1,9,2022-11-16 09:34:47,2022-11-16 12:59:47,2022-11-17 00:55:47,12.305041,76.621245,"The accused transported drugs across districts using local passenger buses to avoid checkpoints. The incident was reported from a highway at 09:00 hours on Wednesday. A single individual executed the crime. Forensic search and examination revealed Chemical Analysis Report, Seized Narcotic Substance, Seizure Photograph and Weighment Report at the scene."
342,100280176202500001,202500001,2025-07-22,978,176,1,1,9,51,2,52,2025-07-16 18:19:28,2025-07-16 18:50:28,2025-07-16 23:51:28,14.76529,74.73067,"The event transpired at a general/public place around 18:00 hours on Wednesday. The accused pasted posters and painted anti-national slogans on government buildings during the night to promote a banned outfit. Key evidence collected includes Digital Communication Record, Seized Document and Surveillance Report."
343,800030019202300001,202300001,2023-09-08,1619,19,4,1,7,40,4,110,2023-09-01 03:02:26,2023-09-01 07:29:26,2023-09-01 11:24:26,15.846303,74.510444,"A group of 2 individuals was involved in the offense. The victim received a phone call from an unknown individual claiming to be a bank employee. The accused persuaded the complainant to disclose a one-time password (OTP), after which unauthorized online transfers were made. The incident took place in a cyber-agnostic at 03:00 hours on Friday."
344,100030026202400002,202400002,2024-04-13,2047,26,1,1,4,24,1,27,2024-04-09 11:42:52,2024-04-09 14:09:52,2024-04-09 19:52:52,15.885671,74.462889,The suspect forced the minor child to perform heavy domestic chores and denied them food. Evidence seized during the initial probe includes CCTV Footage and Medical Examination Report. The offense occurred near a residential around 11:00 hours on Tuesday.
345,100220141202300001,202300001,2023-08-13,2397,141,1,1,13,67,5,115,2023-08-09 18:40:48,2023-08-10 02:17:48,2023-08-10 08:35:48,12.254599,76.689255,"Police later collected Panchnama Report, Seized Contraband and Seizure Photograph as part of the case file. The police raided a house and recovered cases of smuggled alcohol meant for illegal distribution. The incident was reported from a general/public place at 18:00 hours on Wednesday."
346,100110077202600001,202600001,2026-03-20,2630,77,1,2,11,61,1,10,2026-03-17 09:27:48,2026-03-17 11:36:48,2026-03-17 16:54:48,12.862604,74.866401,"The suspects left their sick elderly father alone in a house without food, water, or medical attention. The event transpired at a residential around 09:00 hours on Tuesday. The crime was committed by a single offender. Forensic search and examination revealed Bank Statement, CCTV Footage, Medical Examination Report and Witness Statement Record at the scene."
347,100070047202300001,202300001,2023-08-25,2724,47,1,1,12,65,2,64,2023-08-18 08:18:48,2023-08-18 08:35:48,2023-08-18 10:34:48,11.906154,76.954121,"The incident took place in a general/public place at 08:00 hours on Friday. The suspect obstructed the government official from executing a demolition order and pelted stones. Key evidence collected includes Scene Photograph, Seized Property List and Witness Statement Record. A group of 4 individuals was involved in the offense."
348,100250159202300001,202300001,2023-06-01,2970,159,1,2,12,63,4,120,2023-05-29 09:12:03,2023-05-29 14:41:03,2023-05-29 15:59:03,13.93346,75.584223,Investigation indicates the involvement of a single perpetrator. The suspect brandished a knife and threatened the complainant over a personal dispute. The offense occurred near a general/public place around 09:00 hours on Monday. Investigators recovered Seized Property List from the location.
349,100090062202300002,202300002,2023-04-15,1975,62,1,1,12,63,3,6,2023-04-11 18:50:30,2023-04-11 19:35:30,2023-04-11 22:34:30,13.364817,75.804809,The suspects threatened the victim's family members at their house over a property dispute. Evidence seized during the initial probe includes Scene Photograph and Witness Statement Record. The incident was reported from a general/public place at 18:00 hours on Tuesday.
350,100240151202500002,202500002,2025-02-24,777,151,1,2,7,40,1,2,2025-02-19 05:19:29,2025-02-19 07:49:29,2025-02-19 17:44:29,12.757345,77.249611,"The victim received a phone call from an unknown individual claiming to be a bank employee. The accused persuaded the complainant to disclose a one-time password (OTP), after which unauthorized online transfers were made. The event transpired at a cyber-agnostic around 05:00 hours on Wednesday. The crime was committed by a single offender."
351,100010002202600001,202600001,2026-12-12,1046,2,1,2,9,52,1,90,2026-12-09 14:37:04,2026-12-09 18:11:04,2026-12-10 07:10:04,16.160903,75.669677,The suspects received funds from foreign entities to coordinate subversive activities in the city. The incident took place in a general/public place at 14:00 hours on Wednesday. A lone suspect was involved in carrying out this offense.
352,100150101202600001,202600001,2026-09-08,604,101,1,2,8,48,1,66,2026-09-06 15:23:40,2026-09-06 21:29:40,2026-09-07 03:36:40,13.007445,76.128627,The offense occurred near a general/public place around 15:00 hours on Sunday. The suspect cultivated poppy plants on forest land bordering his agricultural property. Key evidence collected includes Weighment Report. Investigation indicates the involvement of a single perpetrator.
353,100070048202500002,202500002,2025-12-13,3083,48,1,2,10,55,4,23,2025-12-11 17:12:56,2025-12-11 20:53:56,2025-12-11 22:27:56,11.887972,76.974667,"A single individual executed the crime. An unidentified truck hit a cyclist from behind and sped away, leaving the cyclist severely injured. The incident was reported from a transit-bus-stop at 17:00 hours on Thursday. Investigators recovered CCTV Footage and Vehicle Damage Report from the location."
354,100030023202300001,202300001,2023-09-23,699,23,1,1,10,56,3,46,2023-09-17 12:52:31,2023-09-17 12:57:31,2023-09-17 14:03:31,15.846196,74.497019,The accused was intercepted after hitting a divider; medical reports confirmed severe alcohol intoxication. Evidence seized during the initial probe includes CCTV Footage and Vehicle Damage Report. The event transpired at a transit-bus-stop around 12:00 hours on Sunday.
355,100110076202600003,202600003,2026-06-27,448,76,1,1,12,63,2,43,2026-06-23 11:47:11,2026-06-23 18:46:11,2026-06-24 02:31:11,12.894162,74.923604,"Police later collected Scene Photograph, Seized Property List and Witness Statement Record as part of the case file. The suspect brandished a knife and threatened the complainant over a personal dispute. The incident took place in a general/public place at 11:00 hours on Tuesday. A group of 2 individuals was involved in the offense."
356,100030018202200001,202200001,2022-03-16,2470,18,1,1,2,15,1,134,2022-03-14 18:17:48,2022-03-14 18:25:48,2022-03-15 14:14:48,15.896883,74.533037,The suspect posed as a government official and collected verification fees from multiple applicants. The offense occurred near a market around 18:00 hours on Monday. Investigation indicates the involvement of a single perpetrator.
357,300310192202300001,202300001,2023-06-12,13,192,2,2,13,68,1,117,2023-06-04 18:52:15,2023-06-04 22:01:15,2023-06-05 03:57:15,15.279231,76.367643,The incident was reported from a general/public place at 18:00 hours on Sunday. The accused was caught organizing illegal matka betting operations in a public place.
358,100270171202200001,202200001,2022-02-17,3014,171,1,2,7,45,2,84,2022-02-16 12:39:43,2022-02-16 18:21:43,2022-02-16 23:53:43,13.302037,74.703534,The accused created a fake account of the victim and posted offensive material to ruin their reputation. The event transpired at a cyber-agnostic around 12:00 hours on Wednesday. Investigators recovered Screenshot Evidence and Server Log from the location.
359,100210134202500001,202500001,2025-05-31,1235,134,1,2,4,28,6,120,2025-05-31 15:18:38,2025-05-31 17:02:38,2025-05-31 23:46:38,12.503555,76.921415,"The factory owner employed minors for chemical processing, violating child safety laws. Evidence seized during the initial probe includes CCTV Footage and Guardian Statement Record. The incident took place in a general/public place at 15:00 hours on Saturday."
360,100050035202300001,202300001,2023-03-31,505,35,1,2,8,46,6,35,2023-03-27 18:45:01,2023-03-27 20:12:01,2023-03-27 23:14:01,12.959105,77.615119,Police later collected Chemical Analysis Report and Weighment Report as part of the case file. The suspect was intercepted with multiple packets of contraband hidden in their clothes during checking. The offense occurred near a general/public place around 18:00 hours on Monday. Investigation indicates the involvement of a single perpetrator.
